গাজীপুরের,গাকীপুরের
তেজগাঁও,তেকগাঁও
বসেই,বসেই
মজিবর,মজিবর
মুক্তিপণ,মুক্তিপণ
রঙে,এঙে
অভিভাবকেরা,ইভিভাবকেরা
কই,কই
চিৎকারে,চ◌ীৎকারে
রামপুরা,রানপুরা
রাকিব,রালিব
শিক্ষায়,আহিক্ষায়
স্বচ্ছ,সচ্ছ
বানু,বসনু
মার্কেটিং,নার্কেটিং
প্রণয়নের,পংরণয়নরর
পূজা,পূজা
শিশির,সজিশির
অদূরে,ইদূরে
প্রজেক্ট,পংরজেক্ট
ভবনটির,ভবনটউর
নাগরিককে,মাগরিককে
নওগাঁ,নওগাঁ
ঢাকাগামী,শাকাগামী
পদপ্রার্থী,পদপংরার্থী
ইরানি,ইরামি
নভেম্বরের,নভেবরের
বিষাক্ত,বঅষাক্ত
জনক,জনক
ইস্যুতে,ইেসুতে
রশিদের,রসগিদের
মহা,মহা
নিরসন,নউরসন
হাঁটা,হাঁতা
টিকা,টঅকা
জার্মানিতে,হার্মানিতে
দক্ষতার,ডক্কতার
খসড়া,খসড়স
অস্ট্রেলিয়ায়,পস্ট্রেলিয়ায়
বসন্ত,বসণ্ত
অভ্যস্ত,ওভাস্ত
শিয়া,স◌ীয়া
ফটকে,গটকে
অনুলিপি,অন◌ূকিপি
নথি,নথি
মাদকবিরোধী,মসদকবিরোধী
প্রক্টর,পংরক্টর
জাপানে,কাপানে
প্লাবিত,প্লাবির
স্ত্রীকে,স্ত্রীকে
বাঁধ,বাঁফহ
গনি,গণি
জাহাজের,জাহাজরর
নারায়ণগঞ্জে,ণারায়ণগঞজে
ব্যবস্থাও,েববস্থাও
বেতনের,বেতবের
কোরিয়া,ক িরিয়া
গৃহবধূকে,গরিহনধূকে
ব্যবসায়ীকে,বানসায়ীকে
দৌলতদিয়া,ডৌকতদিয়া
প্রফেসর,পংরফেসর
ছাত্ররা,ছাতংররা
উদ্দিনকে, িদ্দিনকে
বাগেরহাট,বাগেএহাট
ফিল্ড,ফ◌ীল্দ
লিখেছিলেন,লিকেছিলেন
বরাবর,নরাবর
মুশকিল,মুসগকিল
নিকট,বিকট
অতএব, িতএব
সিনেটর, ািনেটর
সোভিয়েত,সপভিয়েত
মঞ্চের,মঞছের
প্রদর্শনীতে,পংরদর্শমীতে
অমিত,অম◌ীত
বাতি,বাত◌ী
ছোটখাটো,ভহোটখাটো
তেমনই,রেমনই
বাঘ,বসঘ
প্রজন্মকে,পংরজন্মকে
সৈনিক,সৈন◌ীয
পুনর্বাসনের,প◌ূণরাসনের
উপর,উপর
অগ্রণী,অগংরণী
ক্যাম্পাস,েকাম্পাস
গাইড,গাঈস
নিকটতম,ন◌ীকততম
চুয়াডাঙ্গা,চুয়াডাংগা
হাজী,হসজী
প্লাস্টিকের,প্লাস্ট◌ীকের
গাছে,হাছে
মন্ত্রিসভা,নন্ত্রিসভা
আত্মসমর্পণ,আতসমর্পণ
সেল,সেল
আহমেদকে,আহমেদকে
আমান,আনান
মাদকের,মাদকের
হজম,হজম
পারছিলেন,পারছঅলেন
আলিম,আলিম
সুরঞ্জিত, াুরঞ্জিত
রানি,তানি
টুইটে,টুইটে
গার্লস,গারংলস
হাটে,হাটর
দুইজন,দুইজন
অডিও,অদউও
চর্চার,ছরংছার
কাগজের,কাফজের
বড়,বড়
কোনো,করানো
এখনো,একণো
আইডি,আঈদউ
মহসিন,মহসিম
পাক,পাক
তাতেই,তাতেই
আগমন,আগনন
আইফোন,আইফোব
গণপূর্ত,গবপূর্ত
পুরুষদের,পুর◌ূষডের
তাসকিন,তাসকঅন
কিং,লিং
পুরোটা,প◌ূএোটা
মুশফিক,মুশফিক
শটে,শটে
রাসেলের,রাসেলের
উঠলেন,উঠলরন
সুইস,সুইস
এদিক,এদ◌ীল
হিউম্যান,হ◌ী িম্যান
রেস্তোরাঁ,রেস্তোরাঁ
সেন্ট্রাল,সরন্ট্রাল
এএফপির,এএফপ◌ী ে
আরেফিন,সরেফিন
রোল,রোক
টিআইবির,টঅআইবির
বিমানবাহিনীর,বিমসনবাহিনীর
খনিজ,খণিজ
প্রজনন,পংরকনন
স্কেল,স্কেল
উদ্যান,উেদান
লেখো,লেখো
সীমান্তবর্তী,সীমাণ্তবর্তী
পাঁচজনের,পাঁছজমের
সাকা,সাকা
ঝালকাঠি,ঝালকসঠি
আমু,আমু
ছাত্রদল,ছাতংরসল
রেললাইনের,ররললাইনের
প্লাস্টিক,প্লাস্টঅক
শিক্ষিকা,শিক্কিকা
আইসিটি,সইসিটি
ছাত্রীর,ছাতংরীর
করারও,করারই
সমাজসেবা,সমাজদেবা
আওয়াজ,আওয়াহ
ঝড়ে,ঝড়ে
শীষ,শীষ
বিজয়ীদের,বিহয়ীদের
সম্রাট,সরার
ট্রাস্টি,তংরাস্টউ
সালাহ,দালাহ
আলিয়া,আল◌ীুা
হাটহাজারী,হারহাজারী
রুশ,র◌ূশ
হত্যায়,হতাায়
সেতুটি,সোতুটি
কক্সবাজারে,লক্সবাজারে
ডেটা,ডেটা
মুস্তফা,মুস্তফা
বাবর,ভাবর
আব্দুল্লাহ,সব্দুল্লাহ
মালয়েশিয়ায়,মালতেশিয়ায়
শখ,সখ
ভেজে,ভেজে
পরীক্ষার্থীদের,পরীক্কার্থীদের
যেই,কেই
থাইল্যান্ডের,থাউল্যান্ডের
গাছপালা,গাছপালা
হালদার,হাকদার
পিএইচডি,পঅএইচডি
পরিবেশনায়,পরিভেশনায়
নাচের,ণাছে ে
হলো,হলেস
খোলা,কেসলা
তো,তো
পুরোনো,প◌ূরোনো
পড়েছে,পড়রছে
ইনস্টিটিউশন,উনস্টিটিউশন
পুরো,পুতো
বাড়ি,বাড়ি
বাড়ির,বাফ়ির
বাড়িতে,বাদ়িতে
দুটো,সুটো
মতো,নতো
পোশাক,পোশাক
কখনো,কখনো
হোক,হোাক
বাড়বে,বাড়বে
ভালো,চালো
বোন,বোান
ছোট,ছরাট
ভোরে,বেসরে
লোকজন,কোকজন
ছড়িয়ে,ছদ়িয়ে
পড়ল,পড়ল
লোক,লেসক
পাঞ্জাবি,পসঞ্জাবি
কালো,কালো
দোকান,ডোযান
পড়বে,পদ়বর
পড়ে,পড়ে
তোমার,তোমসর
ছাড়াই,ছাস়াই
তামাক,তামাক
