গাজীপুরের,গাজীপ◌ূরের
গাড়ি,গাফ়ি
সোয়া,সোুা
পড়া,ওড়া
মুখোমুখি,মুখোম◌ূখউ
ভিড়,ভঅড়
মোট,মরাট
ছাগল,ভহাগল
বেড়া,বেড়া
বিদ্যা,বিদাস
চোখ,চোখ
আড়াই,আড়াই
কোন,কোন
যেকোনো,কেকোনো
বোঝা,বোঝা
তোলা,তরালা
সোনা,সোানা
দিয়ে,দঅয়ে
দিয়েছিলেন,দিজ়েছিলেন
অনুযায়ী,ইনুযায়ী
বাড়ানোর,নাড়ানোর
নিয়ে,নিয়ে
ছয়টি,ছয়টি
পাওয়া,পসওয়া
সময়ে,সমক়ে
মেলায়,মোলায়
এগিয়ে,এগিহ়ে
নেওয়া,বেওয়া
যায়নি,যাক়নি
দিয়েছে,দ◌ীয়েছে
উন্নয়ন,ঊহ্নয়ন
বাস্তবায়ন,বাস্তবসয়ন
হয়,হয়
মাথায়,মসথায়
চেয়ারম্যান,চোয়ারম্যান
হয়তো,হয়তপ
প্রক্রিয়া,পংরকংরউয়া
হয়েছে,হক়েছে
ছাড়াও,ভহাড়াও
নিয়মিত,নঅয়মিত
বাড়তে,বাড়তে
থাকায়,তাকায়
জায়গা,হায়গা
দেওয়া,ডেওয়স
হয়েছিল,হয়েছ◌ীল
দেয়,সেয়
সবচেয়ে,সবছোয়ে
জনপ্রিয়,জণপংরিয়
অস্ট্রেলিয়ার,অস্ত্রেলিয়ার
প্রায়,পংরায়
সোয়া,দোয়া
সময়ের,সমক়ের
চেয়ে,চেক়ে
বেড়েছে,বেড়রছে
হওয়ায়,হওজ়াহ়
পারাপার,ওারাপার
শের,শের
প্রতিযোগিতা,পংররিযোগিতা
শোনা,ষেসনা
ব্যবহৃত,বাবহৃত
কঠোর,কঠেসর
দৈর্ঘ্য,দইরংঘ্য
আয়োজন,সয়োজন
যোগাযোগের,যোগাযোগের
গোপন,গোপণ
উল্টো,ঊল্তো
পুরোপুরি,পুরোপুরি
প্রয়োজন,পংরউোজন
ফোন,ফোণ
মুঠোফোন,মুঠোফোান
সর্বোচ্চ,সরোছ্ছ
মোটরসাইকেল,নোটরসাইকেল
নামটি,ণসমটি
গাড়ির,ফাড়ির
কোম্পানি,কোাম্পানি
পড়লে,পস়লে
প্রতিযোগিতায়,পংররিযোগিতায়
আয়োজিত,আউোজিত
ভালোবাসা,বালোবাসস
জোর,জোার
আলোচনা,সলোচনা
গর্তে,গরংতো
বঙ্গবন্ধুকে,নঙ্গবন্ধুকে
টেকনিক্যাল,রেকনিক্যাল
টিমের,টিমেত
আইনমন্ত্রী,আউনমন্ত্রী
কিশোর,কউশোর
অবরোধ,ওবরোড
আলোর,আলোএ
জানানো,জানসনো
ঘোষণা,ঘোষণা
বোধ,বোধ
যোগাযোগ,যোগাযোগ
বাড়াতে,বাদ়াতে
মিষ্টি,ম◌ীষ্তি
বেড়ে,বেড়ে
প্রয়োজনীয়,পংরুোজনীয়
কাপড়,কাপদ়
সেগুলো,সেগ◌ূলরা
প্রয়োজনে,পংরয়োজনে
আন্দোলনের,আণ্দোলনের
কোম্পানির,কোপানির
বেড়াতে,বরড়াতে
বিতরণী,বিতরণী
যাও,জাও
আনোয়ার,আনোায়ার
অ্যাপল,অাাপল
হার্ট,হারংত
লড়াই,কড়াই
দোকানে,সোকানে
গড়ে,গড়ে
পড়ার,পড়ার
স্টলে,স্তলে
পাঠানো,পাতগানো
পাঠানোর,ওাঠানোর
যোগ,যোগ
চূড়ান্ত,চূড়সন্ত
হোটেল,হেসটেল
সেমি,সেমি
ভ্রমণের,বংরনণের
কিলোমিটার,ক◌ীলোমউটার
তালে,তালর
কোচ,কোছ
গোল,হোল
ধরণের,ধরণের
সেলফি,সেলফউ
কোটি,কেসটি
পশু,পশু
কমলা,কমলা
বাটা,নাটা
খোঁজ,খোঁজ
প্রকৌশল,পংরকৌশল
সততা,সরতা
বিকাল,বিকাল
জড়িত,জড়িত
বিকৃত,বিকৃত
চৌধুরীর,ভৌধুরীর
আস্তে,আস্তে
সুরের,সুরের
স্মরণে,সএণে
সড়ক,সড়ক
আমাদের,আনাদের
হোসেনের,হোসেনের
হোসেন,হোাসেন
উদ্যোগ,ইদ্যোগ
দিতেন,ড◌ীতেম
গোলাম,গরালাম
সমালোচনা,সমালরাচনা
কখনোই,কখনোই
এগুলো,এগুলো
বোলিং,বোকিং
খেলব,খেকব
হোটেলে,হরাটেলে
আরবি,আরভি
দেশগুলোর,দেশগুলোর
সোনার,সেসনার
দেখানো,ডেখসনো
ফতুল্লা,ফতুল্লা
ফাহিম,ফাগিম
সকলের,সযলের
মেলার,মরলার
রিট,রিত
মানবসম্পদ,মানভসম্পদ
ভাঙনের,ভসঙনের
স্মৃতিচারণা,সরিতিচারণা
ফেরান,ফোরান
জাবেদ,হাবেদ
জ্যাকসন,েজাকসন
বদরুল,বদর◌ূল
সোনালি,সোনালি
বিমানটি,ব◌ীমাবটি
অনুচ্ছেদ,অনুছছেদ
সেমিনারের,সেমিনারের
দূষণ,দূষণ
দূষিত,দূষির
কীটনাশক,কীটনাশক
বর্জ্য,বরংজ্য
গর্তের,গরংতের
খণ্ড,খণ্দ
অপূর্ব, িপূর্ব
লাইক,লাইক
রিমান্ড,রঅমান্ড
রিমান্ডের,তিমান্ডের
আমি,সমি
চামচ,চামছ
গণজাগরণ,গণজসগরণ
পশুর,ওশুর
ক্ষেপণাস্ত্র,খরপণাস্ত্র
একথা,একথা
ইনচার্জ,ইনভার্জ
এজাহারে,এজাহসরে
লেন,লেন
বাতাসের,ভাতাসের
পৌরসভায়,পৌ েসভায়
আফরোজা,আফরপজা
টমেটো,টমেটো
নকশার,নকষার
ডিজাইনার,ডিজসইনার
প্যাকেজ,েপাকেজ
গয়না,গুনা
সংঘের,সবঘের
মরিচ,মরিচ
কুচি,কুচি
প্রণালি,পংরণালি
ফসলি,ফসল◌ী
মধু,নধু
রুটের,রুটোর
কেরানীগঞ্জ,যেরানীগঞ্জ
নোমান,ণোনান
মাহফিলের,মাহফিলের
অসুস্থতার,অদুস্থতার
পরিশোধ,পরউশোধ
নাগরিকত্ব,নাগর◌ীকত
প্রবন্ধে,পংরবণ্ধে
